id	title	description	link	price	availability	image_link	gtin	mpn	brand	update_type
1	Tarjeta Xbox Gamepass Ultimate 1 Mes Codigo	Tarjeta Xbox Gamepass Ultimate 1 Mes Codigo tarjeta xbox Gamepass Ultimate 1 mes NO SE NESESITA VPN	https://www.gamestoremercadoshopscom.ml/MLM-1585091398-tarjeta-xbox-gamepass-ultimate-1-mes-codigo-_JM	153 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_674642-MLM52199125062_102022-O.webp	00679628201535		Microsoft	merge
2	Microsoft Xbox Series S 512GB Standard color blanco	Microsoft Xbox Series S 512GB Standard color blanco Con tu consola Xbox Series tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. La nueva generación de consolas está comandada por la Xbox Series que llegó al mercado para sorprender a todos. Su potencia y alto rendimiento te permitirá reducir las horas de descarga de juegos y contenido de manera considerable en comparación con otras consolas. Además vas a poder jugar durante horas mientras te diviertes con jugadores de todo el mundo.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 512 GB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones fluidas de imágenes en alta definición.Por otro lado tiene puerto USB y salida HDMI que permiten conectar accesorios y cargar la batería de tu control mientras juegas.Vas a poder reproducir música ver tus películas y series f	https://www.gamestoremercadoshopscom.ml/microsoft-xbox-series-s-512gb-standard-color-blanco/p/MLM16650345	5400 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_771415-MLA44492818319_012021-O.jpg	00679628201542		Microsoft	merge
3	Nintendo Switch OLED 64GB Standard color blanco y negro	Nintendo Switch OLED 64GB Standard color blanco y negro Con tu consola Switch tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. Switch se convirtió en una de las consolas más versátiles del mercado gracias a su uso portátil y de sobremesa. Nintendo desarrolló este modelo con el objetivo de tener todas las comodidades de la tecnología de elite en un aparato portátil con el que podrás jugar y disfrutar de diverso contenido online.Los Joycon cuentan con botones especiales para realizar print de pantalla. Además posee una cámara infrarroja que puede leer la distancia respecto a los objetos e incluso detectar formas.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 64 GB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones fluidas de imágenes en alta definición.Por otro lado tiene puerto USB y salida HDMI que permiten c	https://www.gamestoremercadoshopscom.ml/nintendo-switch-oled-64gb-standard-color-blanco-y-negro/p/MLM18537259	7109 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_969606-MLA47920420604_102021-O.jpg	00679628201559		Nintendo	merge
4	Microsoft Xbox Series X 1TB Standard color negro	Microsoft Xbox Series X 1TB Standard color negro Con tu consola Xbox Series tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. La nueva generación de consolas está comandada por la Xbox Series que llegó al mercado para sorprender a todos. Su potencia y alto rendimiento te permitirá reducir las horas de descarga de juegos y contenido de manera considerable en comparación con otras consolas. Además vas a poder jugar durante horas mientras te diviertes con jugadores de todo el mundo.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 1 TB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones fluidas de imágenes en alta definición.Por otro lado tiene puerto USB y salida HDMI que permiten conectar accesorios y cargar la batería de tu control mientras juegas.Vas a poder reproducir música ver tus películas y series fav	https://www.gamestoremercadoshopscom.ml/microsoft-xbox-series-x-1tb-standard-color-negro/p/MLM16160759	10798 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_850214-MLA45046473101_032021-O.jpg	00679628201573		Microsoft	merge
5	Sony PlayStation 5 825GB Standard color blanco y negro	Sony PlayStation 5 825GB Standard color blanco y negro Con tu consola PlayStation 5 tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. PlayStation renovó las expectativas del mundo virtual con esta nueva consola y su gran rendimiento. Cuenta con una interfaz de usuario más rápida y fácil de navegar que en anteriores modelos. Además podrás jugar durante horas desafiando a millones de contrincantes alrededor del mundo que esperan nuevos retos.Calidad de otro nivelSe considera que esta consola es de las mejores dentro del mercado dado que presenta una resolución de hasta 4K.Además el control DualSense para PS5 combina estilo y tecnología para que jugar sea más cómodo e interactivo para todos sus jugadores.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 825 GB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones flui	https://www.gamestoremercadoshopscom.ml/sony-playstation-5-825gb-standard-color-blanco-y-negro/p/MLM16171888	12599 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_841787-MLA44484414455_012021-O.jpg	00679628201580		Sony	merge
6	Nintendo Switch 32GB Standard color rojo neón azul neón y n	Nintendo Switch 32GB Standard color rojo neón azul neón y n Con tu consola Switch tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. Switch se convirtió en una de las consolas más versátiles del mercado gracias a su uso portátil y de sobremesa. Nintendo desarrolló este modelo con el objetivo de tener todas las comodidades de la tecnología de elite en un aparato portátil con el que podrás jugar y disfrutar de diverso contenido online.Nintendo Switch es una consola desmontable que puede usarse en modo portátil sobremesa o en la TV esto te brindará la posibilidad de utilizarla donde quieras y compartir sus controles.Los Joycon cuentan con botones especiales para realizar print de pantalla. Además posee una cámara infrarroja que puede leer la distancia respecto a los objetos e incluso detectar formas.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 32 GB.Al contar con un procesador de 8 n	https://www.gamestoremercadoshopscom.ml/nintendo-switch-32gb-standard-color-rojo-neon-azul-neon-y-negro/p/MLM8755483	5399 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_817201-MLA40692089527_022020-O.jpg	00679628201597		Nintendo	merge
7	Sony PlayStation 5 825GB Digital Edition color blanco y neg	Sony PlayStation 5 825GB Digital Edition color blanco y neg Con tu consola PlayStation 5 tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. PlayStation renovó las expectativas del mundo virtual con esta nueva consola y su gran rendimiento. Cuenta con una interfaz de usuario más rápida y fácil de navegar que en anteriores modelos. Además podrás jugar durante horas desafiando a millones de contrincantes alrededor del mundo que esperan nuevos retos.Calidad de otro nivelSe considera que esta consola es de las mejores dentro del mercado dado que presenta una resolución de hasta 4K.Además el control DualSense para PS5 combina estilo y tecnología para que jugar sea más cómodo e interactivo para todos sus jugadores.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 825 GB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones flui	https://www.gamestoremercadoshopscom.ml/sony-playstation-5-825gb-digital-edition-color-blanco-y-negro/p/MLM16253015	12149 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_791396-MLA47058527002_082021-O.jpg	00679628201603		Sony	merge
8	Grand Theft Auto V Standard Edition Rockstar Games Xbox 360	Grand Theft Auto V Standard Edition Rockstar Games Xbox 360 Con este juego de Grand Theft Auto vas a disfrutar de horas de diversión y de nuevos desafíos que te permitirán mejorar como gamer. Interactúa con otros jugadoresPodrás disfrutar de una experiencia inigualable ya que te permite jugar con tus amistades y compartir momentos inolvidables.Diversión sin fronterasPodrás compartir cada juego con personas de todo el mundo ya que es posible conectarse de manera online.	https://www.gamestoremercadoshopscom.ml/grand-theft-auto-v-standard-edition-rockstar-games-xbox-360-fisico/p/MLM6084029	495 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_602952-MLA49211407962_022022-O.jpg	00679628201610		Grand Theft Auto	merge
9	Red Dead Redemption 2 Standard Edition Rockstar Games Xbox 	Red Dead Redemption 2 Standard Edition Rockstar Games Xbox  Ambientado a fines del siglo XIX y comienzos del XX Red Dead narra la historia del bandido John Marston quien es chantajeado por agentes federales que además tienen amenazada a su familia. Es una franquicia de videojuegos que combina sus modernos gráficos y una gran cantidad de desafíos para sus gamers. Su completa historia hace que sea considerado por la crítica especializada como uno de los mejores juegos dentro del género aventura en los últimos años.Interactúa con otros jugadoresPodrás disfrutar de una experiencia inigualable ya que te permite jugar con tus amistades y compartir momentos inolvidables.Diversión sin fronterasPodrás compartir cada juego con personas de todo el mundo ya que es posible conectarse de manera online.	https://www.gamestoremercadoshopscom.ml/red-dead-redemption-2-standard-edition-rockstar-games-xbox-one-fisico/p/MLM14807282	279 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_854892-MLA46792259812_072021-O.jpg	00679628201627		Red Dead	merge
10	Grand Theft Auto V Standard Edition Rockstar Games Xbox One	Grand Theft Auto V Standard Edition Rockstar Games Xbox One Con este juego de Grand Theft Auto vas a disfrutar de horas de diversión y de nuevos desafíos que te permitirán mejorar como gamer. Interactúa con otros jugadoresPodrás disfrutar de una experiencia inigualable ya que te permite jugar con tus amistades y compartir momentos inolvidables.Diversión sin fronterasPodrás compartir cada juego con personas de todo el mundo ya que es posible conectarse de manera online.	https://www.gamestoremercadoshopscom.ml/grand-theft-auto-v-standard-edition-rockstar-games-xbox-one-fisico/p/MLM6084026	629 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_736292-MLA44367309853_122020-O.jpg	00679628201634		Grand Theft Auto	merge
11	Cyberpunk 2077 Standard Edition CD Projekt Red Xbox One Fís	Cyberpunk 2077 Standard Edition CD Projekt Red Xbox One Fís Con este juego de Cyberpunk vas a disfrutar de horas de diversión y de nuevos desafíos que te permitirán mejorar como gamer. 	https://www.gamestoremercadoshopscom.ml/cyberpunk-2077-standard-edition-cd-projekt-red-xbox-one-fisico/p/MLM16649669	544 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_704007-MLA46557054419_062021-O.jpg	00679628201641		Cyberpunk	merge
12	Microsoft Xbox One S 1TB Standard color blanco	Microsoft Xbox One S 1TB Standard color blanco Con tu consola Xbox One tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. Con más de 40 millones de unidades vendidas alrededor del mundo Xbox One fue una sensación durante la última década. Con esta consola podrás desafiar tus habilidades con increíbles juegos y disfrutar del mejor contenido online durante horas.Calidad de otro nivelSe considera que esta consola es de las mejores dentro del mercado dado que presenta una resolución de hasta 4K.Microsoft Xbox One S ofrece impresionantes gráficos sonido de primer nivel e incluso la posibilidad de guardar todas tus partidas en la nube.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 1 TB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones fluidas de imágenes en alta definición.Por otro lado tiene puerto USB y s	https://www.gamestoremercadoshopscom.ml/microsoft-xbox-one-s-1tb-standard-color-blanco/p/MLM14114827	4950 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_934977-MLA40655732623_022020-O.jpg	00679628201658		Microsoft	merge
13	Sony PlayStation 5 825GB Digital Edition color blanco y neg	Sony PlayStation 5 825GB Digital Edition color blanco y neg Con tu consola PlayStation 5 tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. PlayStation renovó las expectativas del mundo virtual con esta nueva consola y su gran rendimiento. Cuenta con una interfaz de usuario más rápida y fácil de navegar que en anteriores modelos. Además podrás jugar durante horas desafiando a millones de contrincantes alrededor del mundo que esperan nuevos retos.Calidad de otro nivelSe considera que esta consola es de las mejores dentro del mercado dado que presenta una resolución de hasta 4K.Además el control DualSense para PS5 combina estilo y tecnología para que jugar sea más cómodo e interactivo para todos sus jugadores.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 825 GB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones flui	https://www.gamestoremercadoshopscom.ml/sony-playstation-5-825gb-digital-edition-color-blanco-y-negro/p/MLM16253015	12149 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_791396-MLA47058527002_082021-O.jpg	00679628201665		Sony	merge
14	Microsoft Xbox One S 1TB Battlefield V Deluxe Edition color	Microsoft Xbox One S 1TB Battlefield V Deluxe Edition color Con tu consola Xbox One tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. Con más de 40 millones de unidades vendidas alrededor del mundo Xbox One fue una sensación durante la última década. Con esta consola podrás desafiar tus habilidades con increíbles juegos y disfrutar del mejor contenido online durante horas.Calidad de otro nivelSe considera que esta consola es de las mejores dentro del mercado dado que presenta una resolución de hasta 4K.Microsoft Xbox One S ofrece impresionantes gráficos sonido de primer nivel e incluso la posibilidad de guardar todas tus partidas en la nube.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 1 TB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones fluidas de imágenes en alta definición.Por otro lado tiene puerto USB y s	https://www.gamestoremercadoshopscom.ml/microsoft-xbox-one-s-1tb-battlefield-v-deluxe-edition-color-blanco/p/MLM15221388	8099 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_619825-MLA40186525761_122019-O.jpg	00679628201672		Microsoft	merge
15	Microsoft Xbox Series S 512GB Standard color blanco	Microsoft Xbox Series S 512GB Standard color blanco Con tu consola Xbox Series tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. La nueva generación de consolas está comandada por la Xbox Series que llegó al mercado para sorprender a todos. Su potencia y alto rendimiento te permitirá reducir las horas de descarga de juegos y contenido de manera considerable en comparación con otras consolas. Además vas a poder jugar durante horas mientras te diviertes con jugadores de todo el mundo.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 512 GB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones fluidas de imágenes en alta definición.Por otro lado tiene puerto USB y salida HDMI que permiten conectar accesorios y cargar la batería de tu control mientras juegas.Vas a poder reproducir música ver tus películas y series f	https://www.gamestoremercadoshopscom.ml/microsoft-xbox-series-s-512gb-standard-color-blanco/p/MLM16650345	5400 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_771415-MLA44492818319_012021-O.jpg	00679628201689		Microsoft	merge
16	Microsoft Xbox One 1TB Halo 5 Guardians Limited Edition col	Microsoft Xbox One 1TB Halo 5 Guardians Limited Edition col Con tu consola Xbox One tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. Con más de 40 millones de unidades vendidas alrededor del mundo Xbox One fue una sensación durante la última década. Con esta consola podrás desafiar tus habilidades con increíbles juegos y disfrutar del mejor contenido online durante horas.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 1 TB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones fluidas de imágenes en alta definición.Por otro lado tiene puerto USB y salida HDMI que permiten conectar accesorios y cargar la batería de tu control mientras juegas.Vas a poder reproducir música ver tus películas y series favoritas a través de las aplicaciones descargables. 	https://www.gamestoremercadoshopscom.ml/microsoft-xbox-one-1tb-halo-5-guardians-limited-edition-color-negro-y-plata/p/MLM17810158	17998 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_935710-MLA46621579622_072021-O.jpg	00679628201702		Microsoft	merge
17	Sony PlayStation 5 825GB Standard color blanco y negro	Sony PlayStation 5 825GB Standard color blanco y negro Con tu consola PlayStation 5 tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. PlayStation renovó las expectativas del mundo virtual con esta nueva consola y su gran rendimiento. Cuenta con una interfaz de usuario más rápida y fácil de navegar que en anteriores modelos. Además podrás jugar durante horas desafiando a millones de contrincantes alrededor del mundo que esperan nuevos retos.Calidad de otro nivelSe considera que esta consola es de las mejores dentro del mercado dado que presenta una resolución de hasta 4K.Además el control DualSense para PS5 combina estilo y tecnología para que jugar sea más cómodo e interactivo para todos sus jugadores.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 825 GB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones flui	https://www.gamestoremercadoshopscom.ml/sony-playstation-5-825gb-standard-color-blanco-y-negro/p/MLM16171888	12599 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_841787-MLA44484414455_012021-O.jpg	00679628201719		Sony	merge
18	Microsoft Xbox One X 1TB Fallout 76 Bundle color negro	Microsoft Xbox One X 1TB Fallout 76 Bundle color negro Con tu consola Xbox One tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. Con más de 40 millones de unidades vendidas alrededor del mundo Xbox One fue una sensación durante la última década. Con esta consola podrás desafiar tus habilidades con increíbles juegos y disfrutar del mejor contenido online durante horas.Calidad de otro nivelSe considera que esta consola es de las mejores dentro del mercado dado que presenta una resolución de hasta 4K.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 1 TB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones fluidas de imágenes en alta definición.Por otro lado tiene puerto USB y salida HDMI que permiten conectar accesorios y cargar la batería de tu control mientras juegas.Vas a poder reproducir música ver tus películas	https://www.gamestoremercadoshopscom.ml/microsoft-xbox-one-x-1tb-fallout-76-bundle-color-negro/p/MLM15224611	11699 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_823250-MLA40540554660_012020-O.jpg	00679628201733		Microsoft	merge
19	Microsoft Xbox One X 1TB Standard color negro	Microsoft Xbox One X 1TB Standard color negro Con tu consola Xbox One tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. Con más de 40 millones de unidades vendidas alrededor del mundo Xbox One fue una sensación durante la última década. Con esta consola podrás desafiar tus habilidades con increíbles juegos y disfrutar del mejor contenido online durante horas.Calidad de otro nivelSe considera que esta consola es de las mejores dentro del mercado dado que presenta una resolución de hasta 4K.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 1 TB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones fluidas de imágenes en alta definición.Por otro lado tiene puerto USB y salida HDMI que permiten conectar accesorios y cargar la batería de tu control mientras juegas.Vas a poder reproducir música ver tus películas	https://www.gamestoremercadoshopscom.ml/microsoft-xbox-one-x-1tb-standard-color-negro/p/MLM13790619	6484 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_634774-MLA32732578360_112019-O.jpg	00679628201740		Microsoft	merge
20	Nintendo Switch 32GB Standard color rojo neón azul neón y n	Nintendo Switch 32GB Standard color rojo neón azul neón y n Con tu consola Switch tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. Switch se convirtió en una de las consolas más versátiles del mercado gracias a su uso portátil y de sobremesa. Nintendo desarrolló este modelo con el objetivo de tener todas las comodidades de la tecnología de elite en un aparato portátil con el que podrás jugar y disfrutar de diverso contenido online.Nintendo Switch es una consola desmontable que puede usarse en modo portátil sobremesa o en la TV esto te brindará la posibilidad de utilizarla donde quieras y compartir sus controles.Los Joycon cuentan con botones especiales para realizar print de pantalla. Además posee una cámara infrarroja que puede leer la distancia respecto a los objetos e incluso detectar formas.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 32 GB.Al contar con un procesador de 8 n	https://www.gamestoremercadoshopscom.ml/nintendo-switch-32gb-standard-color-rojo-neon-azul-neon-y-negro/p/MLM8755483	5399 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_817201-MLA40692089527_022020-O.jpg	00679628201757		Nintendo	merge
21	Microsoft Xbox One X 1TB Project Scorpio Edition color negro	Microsoft Xbox One X 1TB Project Scorpio Edition color negro Con tu consola Xbox One tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. Con más de 40 millones de unidades vendidas alrededor del mundo Xbox One fue una sensación durante la última década. Con esta consola podrás desafiar tus habilidades con increíbles juegos y disfrutar del mejor contenido online durante horas.Calidad de otro nivelSe considera que esta consola es de las mejores dentro del mercado dado que presenta una resolución de hasta 4K.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 1 TB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones fluidas de imágenes en alta definición.Por otro lado tiene puerto USB y salida HDMI que permiten conectar accesorios y cargar la batería de tu control mientras juegas.Vas a poder reproducir música ver tus películas	https://www.gamestoremercadoshopscom.ml/microsoft-xbox-one-x-1tb-project-scorpio-edition-color-negro/p/MLM13876399	12599 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_881504-MLA40540552914_012020-O.jpg	00679628201764		Microsoft	merge
22	Microsoft Xbox One X 1TB Fallout 76 Bundle color blanco	Microsoft Xbox One X 1TB Fallout 76 Bundle color blanco Con tu consola Xbox One tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. Con más de 40 millones de unidades vendidas alrededor del mundo Xbox One fue una sensación durante la última década. Con esta consola podrás desafiar tus habilidades con increíbles juegos y disfrutar del mejor contenido online durante horas.Calidad de otro nivelSe considera que esta consola es de las mejores dentro del mercado dado que presenta una resolución de hasta 4K.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 1 TB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones fluidas de imágenes en alta definición.Por otro lado tiene puerto USB y salida HDMI que permiten conectar accesorios y cargar la batería de tu control mientras juegas.Vas a poder reproducir música ver tus películas	https://www.gamestoremercadoshopscom.ml/microsoft-xbox-one-x-1tb-fallout-76-bundle-color-blanco/p/MLM15224612	14939 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_833276-MLA40540554663_012020-O.jpg	00679628201771		Microsoft	merge
23	Consola GPD XD Plus 32GB color negro	Consola GPD XD Plus 32GB color negro Con tu consola XD Plus tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 32 GB.Al contar con un procesador de 6 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones fluidas de imágenes en alta definición.Por otro lado tiene puerto USB y salida HDMI que permiten conectar accesorios y cargar la batería de tu control mientras juegas.Vas a poder reproducir música ver tus películas y series favoritas a través de las aplicaciones descargables. 	https://www.gamestoremercadoshopscom.ml/consola-gpd-xd-plus-32gb-color-negro/p/MLM10246334	366 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_945068-MLA32731490025_112019-O.jpg	00679628201788		GPD	merge
24	Sony PlayStation 4 Pro 2TB 500 Million Limited Edition colo	Sony PlayStation 4 Pro 2TB 500 Million Limited Edition colo Con tu consola PlayStation 4 tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. Con la consola PlayStation 4 líder mundial en ventas durante años podrás gozar de horas de juego y una excelente navegabilidad para disfrutar de películas series y contenido online.Calidad de otro nivelSe considera que esta consola es de las mejores dentro del mercado dado que presenta una resolución de hasta 4K.No solo esto el control DualShock combina funciones revolucionarias y sin precedentes mientras conserva precisión comodidad y exactitud en cada movimiento. Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 2 TB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones fluidas de imágenes en alta definición.Por otro lado tiene puerto USB y salida HDMI que permiten conectar accesor	https://www.gamestoremercadoshopscom.ml/sony-playstation-4-pro-2tb-500-million-limited-edition-color-azul-translucido/p/MLM15163380	80000 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_627809-MLA40540554425_012020-O.jpg	00679628201795		Sony	merge
25	Microsoft Xbox One S 1TB Forza Horizon 3 Bundle color blanco	Microsoft Xbox One S 1TB Forza Horizon 3 Bundle color blanco Con tu consola Xbox One tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. Con más de 40 millones de unidades vendidas alrededor del mundo Xbox One fue una sensación durante la última década. Con esta consola podrás desafiar tus habilidades con increíbles juegos y disfrutar del mejor contenido online durante horas.Calidad de otro nivelSe considera que esta consola es de las mejores dentro del mercado dado que presenta una resolución de hasta 4K.Microsoft Xbox One S ofrece impresionantes gráficos sonido de primer nivel e incluso la posibilidad de guardar todas tus partidas en la nube.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 1 TB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones fluidas de imágenes en alta definición.Por otro lado tiene puerto USB y s	https://www.gamestoremercadoshopscom.ml/microsoft-xbox-one-s-1tb-forza-horizon-3-bundle-color-blanco/p/MLM14780490	8099 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_871819-MLA32731490105_112019-O.jpg	00679628201801		Microsoft	merge
26	Microsoft Xbox One S 1TB Tom Clancys The Division 2 color b	Microsoft Xbox One S 1TB Tom Clancys The Division 2 color b Con tu consola Xbox One tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. Con más de 40 millones de unidades vendidas alrededor del mundo Xbox One fue una sensación durante la última década. Con esta consola podrás desafiar tus habilidades con increíbles juegos y disfrutar del mejor contenido online durante horas.Calidad de otro nivelSe considera que esta consola es de las mejores dentro del mercado dado que presenta una resolución de hasta 4K.Microsoft Xbox One S ofrece impresionantes gráficos sonido de primer nivel e incluso la posibilidad de guardar todas tus partidas en la nube.Adaptada a tus necesidadesGuarda tus apps fotos videos y mucho más en el disco duro que cuenta con una capacidad de 1 TB.Al contar con un procesador de 8 núcleos y uno gráfico brinda una experiencia dinámica respuestas ágiles y transiciones fluidas de imágenes en alta definición.Por otro lado tiene puerto USB y s	https://www.gamestoremercadoshopscom.ml/microsoft-xbox-one-s-1tb-tom-clancys-the-division-2-color-blanco/p/MLM15223251	8099 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_902420-MLA40186525858_122019-O.jpg	00679628201818		Microsoft	merge
27	Microsoft Xbox Halo Special Edition color verde	Microsoft Xbox Halo Special Edition color verde Con tu consola Xbox tendrás entretenimiento asegurado todos los días. Su tecnología fue creada para poner nuevos retos tanto a jugadores principiantes como expertos. Además su control combina un elegante estilo y agarre en relieve para brindar una mayor comodidad.	https://www.gamestoremercadoshopscom.ml/microsoft-xbox-halo-special-edition-color-verde/p/MLM14772120	1257 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_658527-MLA41374093718_042020-O.jpg	00679628201825		Microsoft	merge
